January 2018 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective January 1, 2018 through March 31, 2018",,,,,,,,,
,,,,,,,,,
Note 1: This crosswalk is based on published drug and biological pricing data and information submitted to CMS by manufacturers. The information is intended to support ASP-based ,,,,,,,,,
Medicare Part B payments only. ,,,,,,,,,
Note 2: Please submit comments on the crosswalk to e-mail address: sec303aspdata@cms.hhs.gov. ,,,,,,,,,
,,,,,,,,,
_2018_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
J2426,Paliperidone palmitate inj,"Janssen Pharmaceuticals, Inc.",50458-0562-01,INVEGA SUSTENNA,1 MG,0.75,1,117,117
J2426,Paliperidone palmitate inj,"Janssen Pharmaceuticals, Inc.",50458-0563-01,INVEGA SUSTENNA,1 MG,1,1,156,156
J2426,Paliperidone palmitate inj,"Janssen Pharmaceuticals, Inc.",50458-0564-01,INVEGA SUSTENNA,1 MG,1.5,1,234,234
J2430,Pamidronate disodium /30 mg,Mylan Institutional,00069-0107-01,Pamidronate Disodium,30 MG,10,1,1,1
J2430,Pamidronate disodium /30 mg,Mylan Institutional,00069-0109-01,Pamidronate Disodium,30 MG,10,1,3,3
J2430,Pamidronate disodium /30 mg,Mylan Institutional,00069-0186-01,Pamidronate Disodium,30 MG,10,1,1,1
J2430,Pamidronate disodium /30 mg,"HOSPIRA, INC",61703-0324-18,Pamidronate Disodium,30 MG,10,1,1,1
J2430,Pamidronate disodium /30 mg,"HOSPIRA, INC",61703-0325-18,Pamidronate Disodium,30 MG,10,1,2,2
J2430,Pamidronate disodium /30 mg,"HOSPIRA, INC",61703-0326-18,Pamidronate Disodium,30 MG,10,1,3,3
J2430,Pamidronate disodium /30 mg,Fresenius Kabi USA LLC,63323-0734-10,Pamidronate Disodium,30 MG,10,1,1,1
J2430,Pamidronate disodium /30 mg,Fresenius Kabi USA LLC,63323-0735-10,Pamidronate Disodium,30 MG,10,1,3,3
J2430,Pamidronate disodium /30 mg,Mylan Institutional,67457-0430-10,Pamidronate Disodium,30 MG,10,1,1,1
J2430,Pamidronate disodium /30 mg,Mylan Institutional,67457-0446-10,Pamidronate Disodium,30 MG,1,1,3,3
J2430,Pamidronate disodium /30 mg,Mylan Institutional,67457-0472-10,Pamidronate Disodium,30 MG,10,1,1,1
J2430,Pamidronate disodium /30 mg,Mylan Institutional,67457-0610-10,Pamidronate Disodium,30 MG,10,1,3,3
J2469,Palonosetron hcl,Eisai INC.,62856-0797-01,Aloxi,25 MCG,5,1,10,10
J2501,Paricalcitol,"AbbVie US, LLC",00074-1658-01,Zemplar,1 MCG,1,25,5,125
J2501,Paricalcitol,"AbbVie US, LLC",00074-1658-05,Zemplar,1 MCG,2,25,10,250
J2501,Paricalcitol,"AbbVie US, LLC",00074-4637-01,Zemplar,1 MCG,1,25,2,50
J2501,Paricalcitol,West-Ward Pharmaceuticals Corp,00143-9596-25,Paricalcitol,1 MCG,2,25,10,250
J2501,Paricalcitol,West-Ward Pharmaceuticals Corp,00143-9624-25,Paricalcitol,1 MCG,1,25,5,125
J2501,Paricalcitol,West-Ward Pharmaceuticals Corp,00143-9625-25,Paricalcitol,1 MCG,1,25,2,50
J2501,Paricalcitol,"HOSPIRA, INC",00409-1007-01,Paricalcitol,1 MCG,1,25,2,50
J2501,Paricalcitol,"HOSPIRA, INC",00409-1008-01,Paricalcitol,1 MCG,1,25,5,125
J2501,Paricalcitol,"HOSPIRA, INC",00409-1008-02,Paricalcitol,1 MCG,2,25,10,250
J2501,Paricalcitol,Accord Healthcare Inc.,16729-0310-08,Paricalcitol,1 MCG,1,25,2,50
J2501,Paricalcitol,Accord Healthcare Inc.,16729-0311-08,Paricalcitol,1 MCG,1,25,5,125
J2501,Paricalcitol,Accord Healthcare Inc.,16729-0311-93,Paricalcitol,1 MCG,2,25,10,250
J2501,Paricalcitol,DR.REDDY'S LABORATORIES,43598-0563-25,Paricalcitol,1 MCG,1,25,2,50
J2501,Paricalcitol,DR.REDDY'S LABORATORIES,43598-0564-25,Paricalcitol,1 MCG,1,25,5,125
J2501,Paricalcitol,DR.REDDY'S LABORATORIES,43598-0565-10,Paricalcitol,1 MCG,2,25,10,250
J2503,Pegaptanib sodium injection,"Eyetech, Inc.",68782-0001-02,Macugen,0.3 MG,0.09,1,1,1
J2504,"Pegademase bovine, 25 iu",Sigma-Tau Pharmaceuticals,57665-0001-01,Adagen,25 IU,1.5,1,15,15
J2505,"Injection, pegfilgrastim 6mg","Amgen USA, Inc.",55513-0190-01,Neulasta,6 MG,0.6,1,1,1
J2505,"Injection, pegfilgrastim 6mg","Amgen USA, Inc.",55513-0192-01,NEULASTA DELIVERY KIT,6 MG,0.6,1,1,1
J2507,Pegloticase injection,Crealta,60809-0801-01,Krystexxa,1 MG,1,1,8,8
J2507,Pegloticase injection,"HORIZON PHARMA USA, INC.",75987-0080-10,Krystexxa,1 MG,1,1,8,8
J2510,Penicillin g procaine inj,PFIZER INC.,60793-0130-10,Penicillin G Procaine,up to 600000 UNITS,1,10,1,10
J2510,Penicillin g procaine inj,PFIZER INC.,60793-0131-10,Penicillin G Procaine,up to 600000 UNITS,2,10,2,20
J2515,Pentobarbital sodium inj,SAGENT PHARMACEUTICAL,25021-0676-20,Pentobarbital,50 MG,20,1,20,20
J2515,Pentobarbital sodium inj,Oak,76478-0501-20,Nembutal,50 MG,20,1,20,20
J2515,Pentobarbital sodium inj,Oak,76478-0501-50,Nembutal,50 MG,50,1,50,50
J2540,Penicillin g potassium inj,PFIZER INC.,00049-0520-22,Pfizerpen-G,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,PFIZER INC.,00049-0520-83,Pfizerpen-G,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,PFIZER INC.,00049-0530-22,Pfizerpen-G,600000 UNITS,1,1,33.33,33.33
J2540,Penicillin g potassium inj,PFIZER INC.,00049-0530-28,Pfizerpen-G,600000 UNITS,1,1,33.33,33.33
J2540,Penicillin g potassium inj,Baxter Healthcare Corporation,00338-1021-41,Penicillin G Pot In Dextrose,600000 UNITS,50,1,1.67,1.67
J2540,Penicillin g potassium inj,Baxter Healthcare Corporation,00338-1023-41,Penicillin G Pot In Dextrose,600000 UNITS,50,1,3.33,3.33
J2540,Penicillin g potassium inj,Baxter Healthcare Corporation,00338-1025-41,Penicillin G Pot In Dextrose,600000 UNITS,50,1,5,5
J2540,Penicillin g potassium inj,"Sandoz, Inc.",00781-6135-95,Penicillin G Potassium,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,"Sandoz, Inc.",00781-6136-94,Penicillin G Potassium,600000 UNITS,1,1,33.33,33.33
J2540,Penicillin g potassium inj,WG Critical Care,44567-0311-10,Penicillin G Potassium,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,WG Critical Care,44567-0312-01,Penicillin G Potassium,600000 UNITS,1,1,33.3,33.3
J2540,Penicillin g potassium inj,Fresenius Kabi USA LLC,63323-0324-62,Penicillin G Potassium,600000 UNITS,1,1,33.33,33.33
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2100-02,ZOSYN,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2404-02,Zosyn,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2405-02,Zosyn,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2408-02,Zosyn,1.125 GM,1,1,4,40
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2413-02,NOVAPLUS ZOSYN,1.125 GM,100,12,4,48
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2501-10,Zosyn,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-3100-02,ZOSYN,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-3501-10,Zosyn,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-4100-02,ZOSYN,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-4501-10,Zosyn,1.125 GM,1,1,4,40
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8852-16,Zosyn,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8854-16,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8855-16,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8859-10,Zosyn,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8860-02,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,50,24,2,48
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8861-02,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,50,24,3,72
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8862-02,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,100,12,4,48
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-2999-14,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,1,12,12
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3374-02,PIPERACILLIN SODIUM/ TAZO (ADD-Vantage),1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3378-13,PIPERACILLIN SODIUM/ TAZO (ADD-Vantage),1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3379-04,PIPERACILLIN SODIUM/ TAZO (ADD-Vantage),1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3383-02,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3385-13,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3390-04,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-3110-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-3113-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-3114-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-3344-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-3350-95,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-3367-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-9344-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-9350-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"Sandoz, Inc.",00781-9367-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,Sagent Pharmaceuticals Inc,25021-0164-30,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,Sagent Pharmaceuticals Inc,25021-0165-30,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,Sagent Pharmaceuticals Inc,25021-0166-48,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,X-GEN PHARMACEUTICALS,39822-0123-02,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,X-GEN PHARMACEUTICALS,39822-0125-04,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,X-GEN PHARMACEUTICALS,39822-0127-06,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,X-GEN PHARMACEUTICALS,39822-0139-07,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,WG Critical Care,44567-0801-10,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,WG Critical Care,44567-0802-10,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,WG Critical Care,44567-0803-10,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,WG Critical Care,44567-0804-01,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0300-30,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0300-36,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0304-74,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0304-78,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0304-94,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0309-20,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0309-26,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0320-50,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0320-56,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,Mylan Institutional,67457-0521-22,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,Mylan Institutional,67457-0522-37,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,Mylan Institutional,67457-0523-45,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2545,Pentamidine non-comp unit,Fresenius Kabi USA LLC,63323-0877-15,Nebupent,300 MG,1,1,1,1
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0928-25,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0929-25,PROMETHAZINE,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0948-35,Promethazine Hcl,50 MG,1,1,0.5,0.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0949-35,Promethazine Hcl,50 MG,1,1,1,1
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0955-25,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0956-25,PROMETHAZINE,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-1495-35,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-1496-35,Promethazine Hcl,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6082-25,Phenergan,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6083-25,Phenergan,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6084-25,PHENERGAN,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6085-25,Phenergan,50 MG,1,25,1,25
J2550,Promethazine hcl injection,"X-Gen Pharmaceuticals, Inc.",39822-5500-03,PROMETHAZINE,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,"X-Gen Pharmaceuticals, Inc.",39822-5500-06,PROMETHAZINE,50 MG,1,25,1,25
J2550,Promethazine hcl injection,"X-GEN PHARMACEUTICALS, INC",39822-5525-03,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,"X-GEN PHARMACEUTICALS, INC",39822-5550-06,Promethazine Hcl,50 MG,1,25,1,25
J2550,Promethazine hcl injection,A-S Medication Solutions,54569-5609-00,Promethazine Hcl,50 MG,1,1,1,1
J2560,Phenobarbital sodium inj,West-Ward Pharmaceuticals Corp,00641-0476-25,Phenobarbital Sodium,120 MG,1,25,0.54,13.5
J2560,Phenobarbital sodium inj,West-Ward Pharmaceuticals Corp,00641-0477-25,Phenobarbital Sodium,120 MG,1,25,1.08,27
J2562,Plerixafor injection,SANOFI-AVENTIS,00024-5862-01,Mozobil (PLERIXAFOR),1 MG,1.2,1,24,24
J2597,Inj desmopressin acetate,Ferring Pharmaceuticals Inc.,00075-2451-01,Ddavp,1 MCG,1,10,4,40
J2597,Inj desmopressin acetate,Ferring Pharmaceuticals Inc.,00075-2451-53,Ddavp,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,Ferring Pharmaceuticals Inc.,55566-2200-00,Ddavp,1 MCG,1,10,4,40
J2597,Inj desmopressin acetate,Ferring Pharmaceuticals Inc.,55566-2300-00,Ddavp,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,Ferring Pharmaceuticals Inc.,55566-5030-01,Desmopressin Acetate,1 MCG,1,10,4,40
J2597,Inj desmopressin acetate,Ferring Pharmaceuticals Inc.,55566-5040-01,Desmopressin Acetate,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,"Sun Pharmaceutical Industries, Ltd.",62756-0529-26,Desmopressin Acetate,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,"Sun Pharmaceutical Industries, Ltd.",62756-0529-40,Desmopressin Acetate,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,Amring Pharmaceuticals,69918-0899-10,Desmopressin Acetate,1 MCG,1,10,4,40
J2597,Inj desmopressin acetate,Amring Pharmaceuticals,69918-0901-10,Desmopressin Acetate,1 MCG,10,1,40,40
J2675,Inj progesterone per 50 mg,West-Ward Pharmaceuticals Corp,00143-9725-01,Progesterone,50 MG,10,1,10,10
J2675,Inj progesterone per 50 mg,Watson Pharmaceuticals,00591-3128-79,Progesterone,50 MG,10,1,10,10
J2675,Inj progesterone per 50 mg,Fresenius Kabi USA LLC,63323-0261-10,Progesterone,50 MG,10,1,10,10
J2680,Fluphenazine decanoate 25 mg,WEST-WARD PHARMACEUTICAL CORP.,00143-9529-01,Fluphenazine Decanoate,25 MG,5,1,5,5
J2680,Fluphenazine decanoate 25 mg,PAR STERILE PRODUCTS LLC,42023-0129-01,Fluphenazine Decanoate,25 MG,5,1,5,5
J2680,Fluphenazine decanoate 25 mg,Fresenius Kabi USA LLC,63323-0272-05,Fluphenazine Decanoate,25 MG,5,1,5,5
J2690,Procainamide hcl injection,"HOSPIRA, INC",00409-1902-01,Procainamide Hcl,1 GM,10,25,1,25
J2690,Procainamide hcl injection,"HOSPIRA, INC",00409-1903-01,Procainamide Hcl,1 GM,2,25,1,25
J2690,Procainamide hcl injection,"HOSPIRA, INC",00409-1903-25,Procainamide HCl,1 GM,2,25,1,25
J2700,Oxacillin sodium injeciton,Baxter Healthcare Corporation,00338-1013-41,Bactocill In Dextrose,250 MG,50,1,4,4
J2700,Oxacillin sodium injeciton,Baxter Healthcare Corporation,00338-1015-41,Bactocill In Dextrose,250 MG,50,1,8,8
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0146-10,OXACILLIN,250 MG,1,10,4,40
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0146-66,Oxacillin Sodium,250 MG,1,10,4,40
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0162-24,OXACILLIN,250 MG,1,10,8,80
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0162-67,Oxacillin Sodium,250 MG,1,10,8,80
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0163-69,Oxacillin Sodium,250 MG,1,10,40,400
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0163-99,Oxacillin Sodium,250 MG,1,10,40,400
J2704,"Inj, propofol, 10 mg","HOSPIRA, INC",00409-4699-24,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg","HOSPIRA, INC",00409-4699-30,Propofol,10 MG,20,5,20,100
J2704,"Inj, propofol, 10 mg","HOSPIRA, INC",00409-4699-33,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",Watson Pharmaceuticals,00591-2136-51,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",Watson Pharmaceuticals,00591-2136-68,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",Watson Pharmaceuticals,00591-2136-95,Propofol,10 MG,20,25,20,500
J2704,"Inj, propofol, 10 mg","SICOR PHARMACEUTICALS, INC.",00703-2856-04,Propofol,10 MG,20,25,20,500
J2704,"Inj, propofol, 10 mg","SICOR PHARMACEUTICALS, INC.",00703-2859-03,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",Sagent Pharmaceuticals Inc,25021-0608-20,Propofol,10 MG,20,25,20,500
J2704,"Inj, propofol, 10 mg",Sagent Pharmaceuticals Inc,25021-0608-50,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",Sagent Pharmaceuticals Inc,25021-0608-51,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-10,DIPRIVAN,10 MG,10,10,10,100
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-29,DIPRIVAN,10 MG,20,10,20,200
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-37,DIPRIVAN,10 MG,20,10,20,200
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-50,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-57,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-59,DIPRIVAN,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-65,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-67,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-69,DIPRIVAN,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-70,DIPRIVAN,10 MG,20,10,20,200
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-77,DIPRIVAN,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-78,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",Fresenius Kabi USA LLC,63323-0269-94,DIPRIVAN,10 MG,20,10,20,200
J2720,Inj protamine sulfate/10 mg,Fresenius Kabi USA LLC,63323-0229-05,Protamine Sulfate,10 MG,5,25,5,125
J2720,Inj protamine sulfate/10 mg,Fresenius Kabi USA LLC,63323-0229-15,Protamine Sulfate,10 MG,5,25,5,125
J2720,Inj protamine sulfate/10 mg,Fresenius Kabi USA LLC,63323-0229-30,Protamine Sulfate,10 MG,25,1,25,25
J2720,Inj protamine sulfate/10 mg,Fresenius Kabi USA LLC,63323-0229-35,Protamine Sulfate,10 MG,25,1,25,25
J2720,Inj protamine sulfate/10 mg,Fresenius Kabi USA LLC,63323-0229-94,Protamine Sulfate,10 MG,5,25,5,125
J2720,Inj protamine sulfate/10 mg,Fresenius Kabi USA LLC,63323-0229-95,Protamine Sulfate,10 MG,25,1,25,25
J2724,Protein c concentrate,Baxalta US Inc.,00944-4175-05,CEPROTIN,10 UNITS,1,1,0.1,0.1
J2724,Protein c concentrate,Baxalta US Inc.,00944-4175-10,CEPROTIN,10 UNITS,1,1,0.1,0.1
J2724,Protein c concentrate,Baxalta US Inc.,00944-4177-05,CEPROTIN,10 UNITS,1,1,0.1,0.1
J2724,Protein c concentrate,Baxalta US Inc.,00944-4179-10,CEPROTIN,10 UNITS,1,1,0.1,0.1
J2765,Metoclopramide hcl injection,"HOSPIRA, INC",00409-3414-01,Metoclopramide HCl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-4502-04,Metoclopramide Hcl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-4502-84,Metoclopramide HCl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-4502-94,Metoclopramide Hcl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,"Heritage Pharmaceuticals, Inc.",23155-0240-41,Metoclopramide HCl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,Fresenius Kabi USA LLC,76045-0101-20,Metoclopramide HCl,10 MG,2,24,1,24
J2770,Quinupristin/dalfopristin,PFIZER INC.,61570-0260-10,Synercid,500 MG,1,10,1,10
J2778,Ranibizumab injection,"Genentech, Inc.",50242-0080-01,Lucentis,0.1 mg,0.05,1,5,5
J2778,Ranibizumab injection,GENENTECH,50242-0080-02,Lucentis,0.1 mg,0.05,1,5,5
J2778,Ranibizumab injection,"Genentech, Inc.",50242-0080-03,Lucentis,0.1 mg,0.05,1,5,5
J2778,Ranibizumab injection,"Genentech, Inc.",50242-0082-01,Lucentis,0.1 mg,0.05,1,3,3
J2778,Ranibizumab injection,"GENENTECH, INC.",50242-0082-02,Lucentis,0.1 mg,0.05,1,3,3
J2780,Ranitidine hydrochloride inj,TELIGENT,24987-0362-10,Zantac,25 MG,2,10,2,20
J2780,Ranitidine hydrochloride inj,TELIGENT,24987-0364-01,Zantac,25 MG,40,1,40,40
J2780,Ranitidine hydrochloride inj,TELIGENT,52565-0096-01,Zantac,25 MG,40,1,40,40
J2780,Ranitidine hydrochloride inj,TELIGENT,52565-0101-10,Zantac,25 MG,2,10,2,20
J2780,Ranitidine hydrochloride inj,TELIGENT,52565-0102-01,Ranitidine,25 MG,6,1,6,6
J2780,Ranitidine hydrochloride inj,Zydus Pharmaceuticals USA Inc,68382-0422-02,Ranitidine,25 MG,2,10,2,20
J2780,Ranitidine hydrochloride inj,Zydus Pharmaceuticals USA Inc,68382-0423-06,Ranitidine,25 MG,6,1,6,6
J2783,Rasburicase,SANOFI-AVENTIS,00024-5150-10,Elitek,0.5 MG,1,3,3,9
